WE HAVE TOKENIZER
loaded tokenizer
<sentencepiece.SentencePieceProcessor; proxy of <Swig Object of type 'sentencepiece::SentencePieceProcessor *' at 0x3117ac990> >
DONE
WE HAVE TOKENIZER
loaded tokenizer
<sentencepiece.SentencePieceProcessor; proxy of <Swig Object of type 'sentencepiece::SentencePieceProcessor *' at 0x3117aca50> >
DONE
TINYSTORIES DATASET LOADED...
Rank 2 | Iteration 0 | Training in Progress...
Iteration 0, Loss: 10.517070770263672
Iteration 1240, Loss: 6.388395309448242
Iteration 1241, Loss: 6.079890727996826
Iteration 1242, Loss: 6.128443717956543
Iteration 1243, Loss: 6.166567802429199
Iteration 1244, Loss: 6.107442378997803
Iteration 1245, Loss: 6.4711222648620605
Iteration 1246, Loss: 5.961142539978027
Iteration 1247, Loss: 5.850732803344727
Iteration 1248, Loss: 5.920866966247559
Iteration 1249, Loss: 6.161827564239502
Iteration 1250, Loss: 6.147013187408447
Iteration 1251, Loss: 5.645376682281494
Iteration 1252, Loss: 6.0228400230407715
Iteration 1253, Loss: 6.334798812866211
Iteration 1254, Loss: 5.965195178985596
Iteration 1255, Loss: 5.944103717803955
Iteration 1256, Loss: 6.072118282318115
Iteration 1257, Loss: 6.439273357391357
Iteration 1258, Loss: 6.173668384552002
Iteration 1259, Loss: 6.127234935760498
Iteration 1260, Loss: 6.10678243637085
Iteration 1261, Loss: 6.741511821746826
Iteration 1262, Loss: 6.271859169006348
Iteration 1263, Loss: 5.835183143615723
Iteration 1264, Loss: 5.817207336425781
Iteration 1265, Loss: 6.13690710067749
Iteration 1266, Loss: 6.084916591644287
Iteration 1267, Loss: 6.180019855499268
Iteration 1268, Loss: 6.209842681884766
Iteration 1269, Loss: 5.764017581939697
Iteration 1270, Loss: 5.885162830352783
Iteration 1271, Loss: 6.236008644104004
Iteration 1272, Loss: 6.149002552032471
Iteration 1273, Loss: 5.845752716064453
Iteration 1274, Loss: 6.298817157745361
Iteration 1275, Loss: 6.24414587020874
Iteration 1276, Loss: 5.871230125427246
Iteration 1277, Loss: 6.265953063964844
Iteration 1278, Loss: 6.200561046600342
Iteration 1279, Loss: 6.019718647003174
Iteration 1280, Loss: 6.010671138763428
Iteration 1281, Loss: 6.350500583648682
Iteration 1282, Loss: 6.400979518890381
Iteration 1283, Loss: 6.092089653015137
Iteration 1284, Loss: 6.026292324066162
Iteration 1285, Loss: 6.0480875968933105
Iteration 1286, Loss: 5.986317157745361
Iteration 1287, Loss: 5.809864044189453
Iteration 1288, Loss: 6.0864691734313965
Iteration 1289, Loss: 6.262824535369873
Iteration 1290, Loss: 6.157385349273682
Iteration 1291, Loss: 6.13673210144043
Iteration 1292, Loss: 6.027278423309326
Iteration 1293, Loss: 5.704596996307373
Iteration 1294, Loss: 5.985316753387451
Iteration 1295, Loss: 6.155545711517334
Iteration 1296, Loss: 6.201504230499268
Iteration 1297, Loss: 6.231362819671631
Iteration 1298, Loss: 5.883810043334961
Iteration 1299, Loss: 6.173191547393799
Rank 2 | Iteration 1300 | Training in Progress...
Iteration 1300, Loss: 5.973392486572266
Iteration 1301, Loss: 6.139697074890137
Iteration 1302, Loss: 6.445335865020752
Iteration 1303, Loss: 5.799091815948486
Iteration 1304, Loss: 6.177663803100586
Iteration 1305, Loss: 6.070724010467529
Iteration 1306, Loss: 6.319714546203613
Iteration 1307, Loss: 6.392969608306885
Iteration 1308, Loss: 6.475639820098877
Iteration 1309, Loss: 6.0685648918151855
Iteration 1310, Loss: 6.276542663574219
Iteration 1311, Loss: 6.422003269195557
Iteration 1312, Loss: 6.301313400268555
Iteration 1313, Loss: 6.416235446929932
Iteration 1314, Loss: 6.030587673187256
Iteration 1315, Loss: 5.927552223205566
Iteration 1316, Loss: 5.88100528717041
Iteration 1317, Loss: 6.236584663391113
Iteration 1318, Loss: 6.0588202476501465
Iteration 1319, Loss: 5.895023345947266
Iteration 1320, Loss: 6.118876934051514
Iteration 1321, Loss: 6.0428924560546875
Iteration 1322, Loss: 6.249296188354492
Iteration 1323, Loss: 6.098305702209473
Iteration 1324, Loss: 6.0623860359191895
Iteration 1325, Loss: 6.012727737426758
Iteration 1326, Loss: 5.917656421661377
Iteration 1327, Loss: 6.280714988708496
Iteration 1328, Loss: 6.179685115814209
Iteration 1329, Loss: 6.350059986114502
Iteration 1330, Loss: 6.098221302032471
Iteration 1331, Loss: 6.2144598960876465
Iteration 1332, Loss: 6.151756286621094
Iteration 1333, Loss: 6.203509330749512
Iteration 1334, Loss: 6.233429908752441
Iteration 1335, Loss: 6.133848190307617
Iteration 1336, Loss: 6.5526814460754395
Iteration 1337, Loss: 6.084028244018555
Iteration 1338, Loss: 6.043585300445557
Iteration 1339, Loss: 6.100805282592773
Iteration 1340, Loss: 6.1170125007629395
Iteration 1341, Loss: 6.102724075317383
Iteration 1342, Loss: 6.3097333908081055
Iteration 1343, Loss: 6.225561618804932
Iteration 1344, Loss: 5.66674280166626
Iteration 1345, Loss: 6.267645835876465
Iteration 1346, Loss: 5.942759990692139
Iteration 1347, Loss: 5.894191265106201
Iteration 1348, Loss: 6.443428993225098
Iteration 1349, Loss: 6.04127311706543
Iteration 1350, Loss: 6.035043239593506
Iteration 1351, Loss: 6.221157073974609
Iteration 1352, Loss: 6.1925787925720215
Iteration 1353, Loss: 5.994050025939941
Iteration 1354, Loss: 5.894301891326904
Iteration 1355, Loss: 6.01255464553833
Iteration 1356, Loss: 5.793327808380127
Iteration 1357, Loss: 5.8424072265625
Iteration 1358, Loss: 6.198657035827637
Iteration 1359, Loss: 6.113113880157471
Iteration 1360, Loss: 6.138668060302734
Iteration 1361, Loss: 5.846179485321045
Iteration 1362, Loss: 6.041008949279785
Iteration 1363, Loss: 5.786241054534912
Iteration 1364, Loss: 6.116588115692139
Iteration 1365, Loss: 6.263011455535889
Iteration 1366, Loss: 5.8505659103393555
Iteration 1367, Loss: 6.28015661239624
Iteration 1368, Loss: 6.2613630294799805
Iteration 1369, Loss: 6.240362167358398
Iteration 1370, Loss: 5.741864204406738
Iteration 1371, Loss: 6.026594161987305
Iteration 1372, Loss: 5.9206156730651855
Iteration 1373, Loss: 6.6116838455200195
Iteration 1374, Loss: 5.99747371673584
Iteration 1375, Loss: 6.313209533691406
Iteration 1376, Loss: 6.498618125915527
Iteration 1377, Loss: 5.775617599487305
Iteration 1378, Loss: 5.957880973815918
Iteration 1379, Loss: 5.953482627868652
Iteration 1380, Loss: 6.141048431396484
Iteration 1381, Loss: 6.207571029663086
Iteration 1382, Loss: 6.226425647735596
Iteration 1383, Loss: 6.28729772567749
Iteration 1384, Loss: 5.648374557495117
Iteration 1385, Loss: 5.9296393394470215
Iteration 1386, Loss: 6.190736770629883
Iteration 1387, Loss: 6.00298547744751
Iteration 1388, Loss: 5.667766571044922
Iteration 1389, Loss: 6.214013576507568
Iteration 1390, Loss: 6.217570781707764
Iteration 1391, Loss: 6.241609573364258
Iteration 1392, Loss: 6.281883239746094
Iteration 1393, Loss: 6.595045566558838
Iteration 1394, Loss: 6.023843765258789
Iteration 1395, Loss: 5.560885429382324
Iteration 1396, Loss: 6.170312881469727
Iteration 1397, Loss: 5.838495254516602
Iteration 1398, Loss: 6.275759696960449
Iteration 1399, Loss: 5.943386554718018
Rank 2 | Iteration 1400 | Training in Progress...
Iteration 1400, Loss: 5.729811191558838
Iteration 1401, Loss: 6.6177287101745605
Iteration 1402, Loss: 6.2843756675720215
Iteration 1403, Loss: 6.014020919799805
Iteration 1404, Loss: 6.159188747406006
Iteration 1405, Loss: 6.2467145919799805
Iteration 1406, Loss: 5.970982074737549
Iteration 1407, Loss: 6.196201801300049
Iteration 1408, Loss: 6.049466133117676
Iteration 1409, Loss: 6.2925262451171875
Iteration 1410, Loss: 6.0583600997924805
Iteration 1411, Loss: 6.132674217224121
Iteration 1412, Loss: 6.316189289093018
Iteration 1413, Loss: 6.118317127227783
Iteration 1414, Loss: 6.435225009918213
Iteration 1415, Loss: 6.353918552398682
Iteration 1416, Loss: 6.245584964752197
Iteration 1417, Loss: 6.0351691246032715
Iteration 1418, Loss: 5.908015727996826
Iteration 1419, Loss: 6.028402805328369
Iteration 1420, Loss: 5.8678789138793945
Iteration 1421, Loss: 6.238900661468506
Iteration 1422, Loss: 6.021198749542236
Iteration 1423, Loss: 5.925691604614258
Iteration 1424, Loss: 6.110192775726318
Iteration 1425, Loss: 6.228859901428223
Iteration 1426, Loss: 6.747204303741455
Iteration 1427, Loss: 6.766351222991943
Iteration 1428, Loss: 6.114044666290283
Iteration 1429, Loss: 6.001235008239746
Iteration 1430, Loss: 6.371928691864014
Iteration 1431, Loss: 6.244542598724365
Iteration 1432, Loss: 6.523266315460205
Iteration 1433, Loss: 5.752195835113525
Iteration 1434, Loss: 5.897802352905273
Iteration 1435, Loss: 6.072275638580322
Iteration 1436, Loss: 6.293796062469482
Iteration 1437, Loss: 6.248191833496094
Iteration 1438, Loss: 6.22960901260376
Iteration 1439, Loss: 5.982398986816406
Iteration 1440, Loss: 5.965216159820557
Iteration 1441, Loss: 5.9438347816467285
Iteration 1442, Loss: 6.825605392456055
Iteration 1443, Loss: 6.196638107299805
Iteration 1444, Loss: 6.3295578956604
Iteration 1445, Loss: 6.220924377441406
Iteration 1446, Loss: 6.230716228485107
Iteration 1447, Loss: 5.927555084228516
Iteration 1448, Loss: 6.005882740020752
Iteration 1449, Loss: 6.0795793533325195
Iteration 1450, Loss: 6.516082286834717
Iteration 1451, Loss: 6.119080066680908
Iteration 1452, Loss: 6.2662739753723145
Iteration 1453, Loss: 6.2147135734558105
Iteration 1454, Loss: 6.083773612976074
Iteration 1455, Loss: 6.115957736968994
Iteration 1456, Loss: 5.929347991943359
Iteration 1457, Loss: 6.271427154541016
Iteration 1458, Loss: 6.038167953491211
Iteration 1459, Loss: 6.092554569244385
Iteration 1460, Loss: 5.909690856933594
Iteration 1461, Loss: 6.234309673309326
Iteration 1462, Loss: 6.6607232093811035
Iteration 1463, Loss: 6.000522136688232
Iteration 1464, Loss: 5.82973575592041
Iteration 1465, Loss: 6.3365373611450195
Iteration 1466, Loss: 6.265585899353027
Iteration 1467, Loss: 5.990412712097168
Iteration 1468, Loss: 6.057579517364502
Iteration 1469, Loss: 6.556291103363037
Iteration 1470, Loss: 5.751732349395752
Iteration 1471, Loss: 6.081772327423096
Iteration 1472, Loss: 6.092954158782959
Iteration 1473, Loss: 6.326728343963623
Iteration 1474, Loss: 6.180015563964844
Iteration 1475, Loss: 6.272121906280518
Iteration 1476, Loss: 6.073955535888672
Iteration 1477, Loss: 6.371849060058594
Iteration 1478, Loss: 6.418834209442139
Iteration 1479, Loss: 6.357199668884277
Iteration 1480, Loss: 5.8179192543029785
Iteration 1481, Loss: 5.753975868225098
Iteration 1482, Loss: 6.016788005828857
Iteration 1483, Loss: 5.828470706939697
Iteration 1484, Loss: 6.564705848693848
Iteration 1485, Loss: 5.99269437789917
Iteration 1486, Loss: 6.392241477966309
Iteration 1487, Loss: 6.145036220550537
Iteration 1488, Loss: 5.880527973175049
Iteration 1489, Loss: 6.563572883605957
Iteration 1490, Loss: 6.072189807891846
Iteration 1491, Loss: 6.046468257904053
Iteration 1492, Loss: 6.222368240356445
Iteration 1493, Loss: 6.237610816955566
Iteration 1494, Loss: 6.0674262046813965
Iteration 1495, Loss: 6.260497093200684
Iteration 1496, Loss: 5.760101318359375
Iteration 1497, Loss: 5.923783779144287
Iteration 1498, Loss: 6.147472858428955
Iteration 1499, Loss: 6.4408721923828125
Rank 2 | Iteration 1500 | Training in Progress...
Iteration 1500, Loss: 6.3398308753967285
Iteration 1501, Loss: 5.908482551574707
Iteration 1502, Loss: 6.768948554992676
Iteration 1503, Loss: 6.605092525482178
Iteration 1504, Loss: 6.110579013824463
Iteration 1505, Loss: 5.931809902191162
Iteration 1506, Loss: 6.176042556762695
Iteration 1507, Loss: 5.733705043792725
Iteration 1508, Loss: 6.166659355163574
Iteration 1509, Loss: 6.0153727531433105
Iteration 1510, Loss: 5.994149684906006
Iteration 1511, Loss: 6.150398254394531
Iteration 1512, Loss: 6.183243274688721
Iteration 1513, Loss: 5.8267035484313965
Iteration 1514, Loss: 5.830960273742676
Iteration 1515, Loss: 6.039674758911133
Iteration 1516, Loss: 6.093095302581787
Iteration 1517, Loss: 6.15208625793457
Iteration 1518, Loss: 6.300142765045166
Iteration 1519, Loss: 5.885498523712158
Iteration 1520, Loss: 5.92734956741333
Iteration 1521, Loss: 5.955474853515625
Iteration 1522, Loss: 5.804239749908447
Iteration 1523, Loss: 5.7484846115112305
Iteration 1524, Loss: 6.093595504760742
Iteration 1525, Loss: 6.440920829772949
Iteration 1526, Loss: 6.311745643615723
Iteration 1527, Loss: 6.5284953117370605
Iteration 1528, Loss: 5.953032493591309
Iteration 1529, Loss: 6.371700763702393
Iteration 1530, Loss: 6.264149188995361
Iteration 1531, Loss: 5.928776741027832
Iteration 1532, Loss: 6.240274429321289
Iteration 1533, Loss: 6.597925186157227
Iteration 1534, Loss: 6.176593780517578
Iteration 1535, Loss: 5.97205114364624
Iteration 1536, Loss: 6.117537975311279
Iteration 1537, Loss: 6.537141799926758
Iteration 1538, Loss: 6.2283034324646
Iteration 1539, Loss: 5.7599921226501465
Iteration 1540, Loss: 6.168063163757324
Iteration 1541, Loss: 6.197841167449951
Iteration 1542, Loss: 6.049780368804932
Iteration 1543, Loss: 5.949773788452148
Iteration 1544, Loss: 6.189796447753906
Iteration 1545, Loss: 6.0811638832092285
Iteration 1546, Loss: 6.1180572509765625
Iteration 1547, Loss: 6.003825664520264
Iteration 1548, Loss: 5.93961763381958
Iteration 1549, Loss: 5.8299560546875
Iteration 1550, Loss: 5.818114280700684
Iteration 1551, Loss: 5.980107307434082
Iteration 1552, Loss: 6.379810810089111
Iteration 1553, Loss: 6.091833591461182
Iteration 1554, Loss: 5.8775129318237305
Iteration 1555, Loss: 6.0029730796813965
Iteration 1556, Loss: 6.281398296356201
Iteration 1557, Loss: 5.75010347366333
Iteration 1558, Loss: 6.453938961029053
Iteration 1559, Loss: 6.310694217681885
Iteration 1560, Loss: 5.8462605476379395
Iteration 1561, Loss: 5.964221000671387
Iteration 1562, Loss: 6.051429271697998
Iteration 1563, Loss: 6.235110282897949
Iteration 1564, Loss: 5.899651527404785
Iteration 1565, Loss: 6.186460494995117
Iteration 1566, Loss: 6.020002841949463
Iteration 1567, Loss: 5.712517261505127
Iteration 1568, Loss: 6.26664924621582
Iteration 1569, Loss: 6.439655780792236
Iteration 1570, Loss: 5.7870917320251465
Iteration 1571, Loss: 6.001006603240967
Iteration 1572, Loss: 6.047748565673828
Iteration 1573, Loss: 5.9498090744018555
Iteration 1574, Loss: 6.093999862670898
Iteration 1575, Loss: 7.10774564743042
Iteration 1576, Loss: 5.860752105712891
Iteration 1577, Loss: 6.18660831451416
Iteration 1578, Loss: 5.97285270690918
Iteration 1579, Loss: 6.61726188659668
Iteration 1580, Loss: 5.9062933921813965
Iteration 1581, Loss: 5.897217273712158
Iteration 1582, Loss: 6.147091388702393
Iteration 1583, Loss: 6.186044216156006
Iteration 1584, Loss: 6.349485874176025
Iteration 1585, Loss: 5.951805591583252
Iteration 1586, Loss: 6.030456066131592
Iteration 1587, Loss: 6.085451602935791
Iteration 1588, Loss: 6.246340751647949
Iteration 1589, Loss: 5.977416515350342
Iteration 1590, Loss: 6.1689581871032715
Iteration 1591, Loss: 6.038586616516113
Iteration 1592, Loss: 6.045671463012695
Iteration 1593, Loss: 5.91731595993042
Iteration 1594, Loss: 5.9972333908081055
Iteration 1595, Loss: 6.215426445007324
Iteration 1596, Loss: 5.8533525466918945
Iteration 1597, Loss: 6.600910663604736
Iteration 1598, Loss: 6.393127918243408
Iteration 1599, Loss: 6.09855842590332
Rank 2 | Iteration 1600 | Training in Progress...
Iteration 1600, Loss: 6.031804084777832
Iteration 1601, Loss: 5.9920830726623535
Iteration 1602, Loss: 5.6351752281188965
Iteration 1603, Loss: 5.925381183624268
Iteration 1604, Loss: 6.113606929779053
Iteration 1605, Loss: 6.450616359710693
Iteration 1606, Loss: 6.183993339538574
Iteration 1607, Loss: 6.059422016143799
Iteration 1608, Loss: 6.27235221862793
Iteration 1609, Loss: 5.98878812789917
Iteration 1610, Loss: 6.297492027282715
Iteration 1611, Loss: 6.4233293533325195
Iteration 1612, Loss: 5.837785720825195
Iteration 1613, Loss: 6.129702091217041
Iteration 1614, Loss: 6.017923831939697
Iteration 1615, Loss: 6.489995002746582
Iteration 1616, Loss: 6.264809608459473
Iteration 1617, Loss: 5.919040203094482
Iteration 1618, Loss: 6.249114513397217
Iteration 1619, Loss: 6.47817850112915
Iteration 1620, Loss: 6.101255416870117
Iteration 1621, Loss: 6.044956207275391
Iteration 1622, Loss: 5.8685832023620605
Iteration 1623, Loss: 6.044609069824219
Iteration 1624, Loss: 6.131094932556152
Iteration 1625, Loss: 6.341085910797119
Iteration 1626, Loss: 6.08479118347168
Iteration 1627, Loss: 6.1617302894592285
Iteration 1628, Loss: 5.999194145202637
Iteration 1629, Loss: 5.910212516784668
Iteration 1630, Loss: 5.8081889152526855
Iteration 1631, Loss: 6.290561676025391
Iteration 1632, Loss: 6.2872772216796875
Iteration 1633, Loss: 5.9944658279418945
Iteration 1634, Loss: 5.9195427894592285
Iteration 1635, Loss: 6.027497291564941
Iteration 1636, Loss: 5.8669586181640625
Iteration 1637, Loss: 5.9909467697143555
Iteration 1638, Loss: 6.404646396636963
Iteration 1639, Loss: 5.9021830558776855
Iteration 1640, Loss: 6.018348217010498
Iteration 1641, Loss: 6.026088237762451
Iteration 1642, Loss: 6.153228759765625
Iteration 1643, Loss: 6.261789321899414
Iteration 1644, Loss: 6.06154727935791
Iteration 1645, Loss: 6.27836799621582
Iteration 1646, Loss: 6.1085004806518555
Iteration 1647, Loss: 5.867650985717773
Iteration 1648, Loss: 5.98668909072876
Iteration 1649, Loss: 5.769994258880615
Iteration 1650, Loss: 6.103638648986816
Iteration 1651, Loss: 6.249058723449707
Iteration 1652, Loss: 6.733597278594971
Iteration 1653, Loss: 5.991091251373291
Iteration 1654, Loss: 6.579946994781494
Iteration 1655, Loss: 6.067838191986084
Iteration 1656, Loss: 6.4630632400512695
Iteration 1657, Loss: 6.446577072143555
Iteration 1658, Loss: 5.988093852996826
Iteration 1659, Loss: 5.950944423675537
Iteration 1660, Loss: 5.9688005447387695
Iteration 1661, Loss: 6.151413440704346
Iteration 1662, Loss: 5.932784080505371
Iteration 1663, Loss: 6.210432529449463
Iteration 1664, Loss: 6.127233505249023
Iteration 1665, Loss: 6.276130676269531
Iteration 1666, Loss: 5.883267879486084
Iteration 1667, Loss: 5.756229400634766
Iteration 1668, Loss: 6.3921661376953125
Iteration 1669, Loss: 5.894400119781494
Iteration 1670, Loss: 5.939100742340088
Iteration 1671, Loss: 6.197568893432617
Iteration 1672, Loss: 6.070444107055664
Iteration 1673, Loss: 6.598227500915527
Iteration 1674, Loss: 6.044478416442871
Iteration 1675, Loss: 5.953125476837158
Iteration 1676, Loss: 6.196818828582764
Iteration 1677, Loss: 6.206833362579346
Iteration 1678, Loss: 6.243226051330566
Iteration 1679, Loss: 6.222118377685547
Iteration 1680, Loss: 5.840642929077148
Iteration 1681, Loss: 5.8593854904174805
Iteration 1682, Loss: 6.661159515380859
Iteration 1683, Loss: 5.6842360496521
Iteration 1684, Loss: 6.29985237121582
Iteration 1685, Loss: 5.99272346496582
Iteration 1686, Loss: 6.280323028564453
Iteration 1687, Loss: 5.981372833251953
Iteration 1688, Loss: 6.243636131286621
Iteration 1689, Loss: 6.013668060302734
Iteration 1690, Loss: 5.878309726715088
Iteration 1691, Loss: 6.074654579162598
Iteration 1692, Loss: 5.923315525054932
Iteration 1693, Loss: 5.990726470947266
Iteration 1694, Loss: 6.205124855041504
Iteration 1695, Loss: 6.6351847648620605
Iteration 1696, Loss: 5.855375289916992
Iteration 1697, Loss: 5.934282302856445
Iteration 1698, Loss: 6.29339075088501
Iteration 1699, Loss: 6.403861999511719
Rank 2 | Iteration 1700 | Training in Progress...
Iteration 1700, Loss: 6.020665645599365
Iteration 1701, Loss: 5.870487213134766
Iteration 1702, Loss: 5.996211528778076
Iteration 1703, Loss: 5.802104949951172
Iteration 1704, Loss: 5.9197821617126465
Iteration 1705, Loss: 6.2724995613098145
Iteration 1706, Loss: 6.584914684295654
Iteration 1707, Loss: 6.3980913162231445
Iteration 1708, Loss: 6.265012264251709
Iteration 1709, Loss: 6.006861209869385
Iteration 1710, Loss: 6.014030933380127
Iteration 1711, Loss: 6.070043563842773
Iteration 1712, Loss: 6.410406589508057
Iteration 1713, Loss: 5.774733066558838
Iteration 1714, Loss: 6.031406879425049
Iteration 1715, Loss: 6.139553070068359
Iteration 1716, Loss: 6.70963716506958
Iteration 1717, Loss: 6.023927688598633
Iteration 1718, Loss: 6.335069179534912
Iteration 1719, Loss: 6.042032241821289
Iteration 1720, Loss: 6.174796104431152
Iteration 1721, Loss: 6.238617420196533
Iteration 1722, Loss: 5.981092929840088
Iteration 1723, Loss: 6.471304893493652
Iteration 1724, Loss: 6.391053676605225
Iteration 1725, Loss: 6.188084602355957
Iteration 1726, Loss: 6.069342136383057
Iteration 1727, Loss: 6.053835391998291
Iteration 1728, Loss: 5.860806465148926
Iteration 1729, Loss: 5.929494857788086
Iteration 1730, Loss: 6.155585289001465
Iteration 1731, Loss: 6.359734535217285
Iteration 1732, Loss: 5.938292980194092
Iteration 1733, Loss: 5.810697555541992
Iteration 1734, Loss: 5.914920330047607
Iteration 1735, Loss: 5.884518623352051
Iteration 1736, Loss: 6.116948127746582
Iteration 1737, Loss: 6.17874813079834
Iteration 1738, Loss: 6.256855487823486
Iteration 1739, Loss: 6.490802764892578
Iteration 1740, Loss: 5.838183403015137
Iteration 1741, Loss: 6.158052921295166
Iteration 1742, Loss: 5.995395660400391
Iteration 1743, Loss: 5.897767066955566
Iteration 1744, Loss: 5.860750198364258
Iteration 1745, Loss: 6.058497428894043
Iteration 1746, Loss: 5.993992328643799
Iteration 1747, Loss: 6.209953308105469
Iteration 1748, Loss: 6.390169620513916
Iteration 1749, Loss: 6.62577486038208
Iteration 1750, Loss: 6.086873531341553
Iteration 1751, Loss: 6.204199314117432
Iteration 1752, Loss: 5.90327787399292
Iteration 1753, Loss: 5.941879749298096
Iteration 1754, Loss: 6.068212509155273
Iteration 1755, Loss: 6.531099319458008
Iteration 1756, Loss: 6.21525764465332
Iteration 1757, Loss: 5.7792253494262695
Iteration 1758, Loss: 6.193985462188721
Iteration 1759, Loss: 5.887666702270508
Iteration 1760, Loss: 6.0780863761901855
Iteration 1761, Loss: 6.209423065185547
Iteration 1762, Loss: 6.469498157501221
Iteration 1763, Loss: 6.155654430389404
Iteration 1764, Loss: 6.400180816650391
Iteration 1765, Loss: 6.06187105178833
Iteration 1766, Loss: 6.024426460266113
Iteration 1767, Loss: 6.3785295486450195
Iteration 1768, Loss: 6.316619396209717
Iteration 1769, Loss: 5.9030303955078125
Iteration 1770, Loss: 5.943289279937744
Iteration 1771, Loss: 6.4383134841918945
Iteration 1772, Loss: 6.34010648727417
Iteration 1773, Loss: 6.110284328460693
Iteration 1774, Loss: 6.3976054191589355
Iteration 1775, Loss: 6.250177383422852
Iteration 1776, Loss: 6.328368186950684
Iteration 1777, Loss: 5.93824577331543
Iteration 1778, Loss: 6.090043067932129
Iteration 1779, Loss: 5.997831344604492
Iteration 1780, Loss: 6.295628547668457
Iteration 1781, Loss: 6.111584186553955
Iteration 1782, Loss: 6.155865669250488
Iteration 1783, Loss: 5.7769269943237305
Iteration 1784, Loss: 5.989434719085693
Iteration 1785, Loss: 6.178802013397217
Iteration 1786, Loss: 5.892885208129883
Iteration 1787, Loss: 5.7651214599609375
Iteration 1788, Loss: 6.328553676605225
Iteration 1789, Loss: 6.069270133972168
Iteration 1790, Loss: 6.145476341247559
Iteration 1791, Loss: 5.99412202835083
Iteration 1792, Loss: 6.096800327301025
Iteration 1793, Loss: 5.847203254699707
Iteration 1794, Loss: 6.158318519592285
Iteration 1795, Loss: 6.026816368103027
Iteration 1796, Loss: 6.2451863288879395
Iteration 1797, Loss: 5.928525924682617
Iteration 1798, Loss: 6.344638824462891
Iteration 1799, Loss: 6.409316062927246
Rank 2 | Iteration 1800 | Training in Progress...
Iteration 1800, Loss: 6.383125305175781
Iteration 1801, Loss: 5.8837385177612305
Iteration 1802, Loss: 5.833939075469971
Iteration 1803, Loss: 6.051027774810791
Iteration 1804, Loss: 5.893398284912109
Iteration 1805, Loss: 6.122940540313721
Iteration 1806, Loss: 6.218867778778076
Iteration 1807, Loss: 6.30156946182251
Iteration 1808, Loss: 6.058270454406738
Iteration 1809, Loss: 7.040539264678955
Iteration 1810, Loss: 5.8573222160339355
Iteration 1811, Loss: 5.683000564575195
Iteration 1812, Loss: 5.78225040435791
Iteration 1813, Loss: 6.392297744750977
Iteration 1814, Loss: 6.222812652587891
Iteration 1815, Loss: 6.21315860748291
Iteration 1816, Loss: 6.0408735275268555
Iteration 1817, Loss: 6.014530658721924
Iteration 1818, Loss: 6.388952255249023
Iteration 1819, Loss: 6.36918306350708
Iteration 1820, Loss: 6.569303035736084
Iteration 1821, Loss: 6.2813262939453125
Iteration 1822, Loss: 6.194211483001709
Iteration 1823, Loss: 6.069354057312012
Iteration 1824, Loss: 6.084275245666504
Iteration 1825, Loss: 6.032083034515381
Iteration 1826, Loss: 6.497441291809082
Iteration 1827, Loss: 6.192800998687744
Iteration 1828, Loss: 6.009535312652588
Iteration 1829, Loss: 6.012388706207275
Iteration 1830, Loss: 6.110113143920898
Iteration 1831, Loss: 6.133965492248535
Iteration 1832, Loss: 6.239749908447266
Iteration 1833, Loss: 5.927711486816406
Iteration 1834, Loss: 6.267632961273193
Iteration 1835, Loss: 5.936331272125244
Iteration 1836, Loss: 6.2026262283325195
Iteration 1837, Loss: 5.895319938659668
Iteration 1838, Loss: 5.93828010559082
Iteration 1839, Loss: 5.992551803588867
Iteration 1840, Loss: 6.294038772583008
Iteration 1841, Loss: 6.297162055969238
Iteration 1842, Loss: 5.983888149261475
Iteration 1843, Loss: 5.990981578826904
Iteration 1844, Loss: 6.38346004486084
Iteration 1845, Loss: 6.101197719573975
Iteration 1846, Loss: 6.10285758972168
Iteration 1847, Loss: 6.094401836395264
Iteration 1848, Loss: 6.075553894042969
Iteration 1849, Loss: 6.348116874694824
Iteration 1850, Loss: 5.662014961242676
Iteration 1851, Loss: 6.341731071472168
Iteration 1852, Loss: 5.939123153686523
Iteration 1853, Loss: 5.974099159240723
Iteration 1854, Loss: 6.0859761238098145
Iteration 1855, Loss: 6.246412754058838
Iteration 1856, Loss: 5.812471389770508
Iteration 1857, Loss: 5.749719142913818
Iteration 1858, Loss: 6.048734664916992
Iteration 1859, Loss: 5.970823764801025
Iteration 1860, Loss: 6.007017135620117
Iteration 1861, Loss: 6.253306865692139
Iteration 1862, Loss: 6.083083152770996
Iteration 1863, Loss: 6.25368070602417
Iteration 1864, Loss: 6.368198871612549
Iteration 1865, Loss: 5.999194622039795
Iteration 1866, Loss: 6.143045902252197
Iteration 1867, Loss: 6.396589279174805
Iteration 1868, Loss: 6.139440536499023
Iteration 1869, Loss: 6.048141002655029
Iteration 1870, Loss: 5.858931541442871
Iteration 1871, Loss: 5.920444011688232
Iteration 1872, Loss: 6.017859935760498
Iteration 1873, Loss: 6.132216930389404
Iteration 1874, Loss: 5.83596658706665
Iteration 1875, Loss: 6.018989086151123
Iteration 1876, Loss: 5.867748260498047
Iteration 1877, Loss: 6.09240198135376
Iteration 1878, Loss: 6.043656826019287
Iteration 1879, Loss: 5.624544143676758
Iteration 1880, Loss: 6.446402549743652
Iteration 1881, Loss: 5.909193515777588
Iteration 1882, Loss: 6.252309322357178
Iteration 1883, Loss: 6.508896350860596
